,T2M_MEAN,T2M_MAX,T2M_MIN,PREC,WS2M,RH2M,SW_DWN,TEMP_RANGE,HEAT_INDEX,LABEL
2020-01-01,25.1,30.77,19.7,6.4,2.0,73.25,7.536,11.07,18.38575,1
2020-01-02,22.44,25.61,20.06,14.32,1.98,86.01,3.5537,5.550000000000001,19.300644000000002,1
2020-01-03,20.66,23.26,18.56,8.59,3.88,87.41,4.8007,4.700000000000003,18.058906,1
2020-01-04,21.06,25.91,18.08,6.6,3.26,85.86,3.9082,7.830000000000002,18.082116,1
2020-01-05,21.82,27.33,16.54,12.55,1.37,82.64,3.6098,10.79,18.032048,1
2020-01-06,23.78,28.92,18.98,4.79,2.42,78.32,6.9941,9.940000000000001,18.624495999999997,0
2020-01-07,24.75,30.88,18.62,11.26,2.55,76.32,7.673,12.259999999999998,18.889199999999995,1
2020-01-08,23.78,27.06,21.03,30.32,2.63,88.58,5.0093,6.029999999999998,21.064324000000003,1
2020-01-09,24.03,27.68,21.27,11.39,1.8,87.93,4.728,6.41,21.129579000000003,1
2020-01-10,24.48,29.31,20.54,0.86,1.35,84.57,5.7326,8.77,20.702735999999998,0
2020-01-11,24.49,27.47,21.59,0.67,2.1,85.17,6.2638,5.879999999999999,20.858133,0
2020-01-12,23.28,26.54,20.18,21.56,2.08,88.53,3.0713,6.359999999999999,20.609784,1
2020-01-13,21.56,26.54,18.5,8.5,3.72,86.94,3.6382,8.04,18.744263999999998,1
2020-01-14,21.29,27.11,17.46,0.17,2.92,82.6,5.1185,9.649999999999999,17.585539999999998,0
2020-01-15,23.85,29.89,18.36,0.02,1.6,79.8,6.9492,11.530000000000001,19.0323,0
2020-01-16,25.16,30.52,20.66,22.19,2.55,79.81,6.0806,9.86,20.080196,1
2020-01-17,20.14,24.25,16.68,5.89,4.22,85.31,2.879,7.57,17.181434,1
2020-01-18,20.04,25.38,16.38,0.28,3.8,83.47,4.3159,9.0,16.727387999999998,1
2020-01-19,21.08,26.95,17.39,0.25,2.95,84.23,3.9605,9.559999999999999,17.755684,0
2020-01-20,21.37,27.96,17.58,0.15,3.21,82.75,4.3644,10.380000000000003,17.683675,0
2020-01-21,21.13,27.77,16.54,0.05,2.94,78.68,6.9799,11.23,16.625084,0
2020-01-22,20.06,25.08,16.93,0.65,3.15,83.04,4.0433,8.149999999999999,16.657823999999998,0
2020-01-23,19.5,22.7,17.48,5.35,2.87,89.29,2.0162,5.219999999999999,17.411550000000002,0
2020-01-24,20.88,26.03,17.37,1.8,3.27,82.38,3.87,8.66,17.200944,0
2020-01-25,20.37,27.13,15.3,0.39,2.0,78.89,6.9211,11.829999999999998,16.069893,0
2020-01-26,20.46,28.7,13.84,0.0,1.72,65.05,8.6554,14.86,13.30923,0
2020-01-27,22.34,31.29,13.13,0.0,1.53,65.23,8.5171,18.159999999999997,14.572382,1
2020-01-28,23.63,31.84,16.57,3.96,1.59,69.2,6.6646,15.27,16.351960000000002,1
2020-01-29,25.02,31.27,18.57,3.27,1.67,75.72,7.0918,12.7,18.945144,1
2020-01-30,24.54,29.21,21.49,6.21,4.16,81.57,5.4233,7.720000000000002,20.017277999999997,1
2020-01-31,23.68,27.82,20.94,5.61,3.87,84.23,5.1382,6.879999999999999,19.945664,1
2020-02-01,23.36,27.17,20.88,13.44,2.22,86.51,3.4171,6.290000000000003,20.208736000000002,1
2020-02-02,22.0,25.9,19.45,36.28,1.52,89.2,3.5537,6.449999999999999,19.624,1
2020-02-03,21.05,23.81,19.21,28.39,2.28,90.87,3.3324,4.599999999999998,19.128135,1
2020-02-04,21.31,25.63,18.91,8.5,1.73,88.36,4.055,6.719999999999999,18.829515999999998,1
2020-02-05,22.45,26.95,18.55,5.18,0.96,85.41,4.5094,8.399999999999999,19.174545,0
2020-02-06,22.74,27.6,19.45,6.29,1.68,84.41,4.375,8.150000000000002,19.194833999999997,1
2020-02-07,22.24,26.15,18.65,4.54,1.52,83.94,5.4377,7.5,18.668255999999996,0
2020-02-08,23.76,28.7,19.28,2.33,1.37,79.19,6.8038,9.419999999999998,18.815544,0
2020-02-09,23.03,27.54,18.98,10.12,4.12,84.81,5.9534,8.559999999999999,19.531743000000002,1
2020-02-10,19.79,21.95,17.09,91.15,2.87,92.02,2.0078,4.859999999999999,18.210758,1
2020-02-11,18.75,23.38,16.63,3.18,4.1,87.31,4.0788,6.75,16.370625,1
2020-02-12,18.75,22.69,16.3,0.53,3.79,86.77,4.8139,6.390000000000001,16.269375,1
2020-02-13,20.56,26.15,16.93,0.66,3.29,84.89,5.4821,9.219999999999999,17.453384,0
2020-02-14,21.56,27.78,17.05,1.33,2.12,83.4,6.3686,10.73,17.98104,0
2020-02-15,22.59,28.91,16.98,0.26,1.83,81.63,6.8333,11.93,18.440216999999997,0
2020-02-16,23.62,30.52,18.03,0.76,1.61,78.53,5.5766,12.489999999999998,18.548786,1
2020-02-17,24.12,29.72,19.39,1.94,1.22,81.47,5.9933,10.329999999999998,19.650564,0
2020-02-18,23.93,29.05,19.26,4.28,2.12,82.55,6.6341,9.79,19.754215,0
2020-02-19,24.63,29.62,19.97,4.5,2.41,80.89,5.9926,9.650000000000002,19.923206999999998,0
2020-02-20,23.92,27.41,21.19,26.14,1.64,86.91,5.0748,6.219999999999999,20.788872,1
2020-02-21,22.46,26.92,18.81,34.79,2.41,88.39,2.359,8.110000000000003,19.852394,1
2020-02-22,19.11,22.71,15.56,2.18,3.84,87.76,2.4324,7.15,16.770936,1
2020-02-23,18.52,24.22,14.49,0.1,3.42,83.01,4.6154,9.729999999999999,15.373452,1
2020-02-24,21.03,27.45,15.57,13.0,1.6,85.24,4.3862,11.879999999999999,17.925971999999998,1
2020-02-25,22.88,28.11,18.51,19.97,1.92,87.41,5.3587,9.599999999999998,19.999408,1
2020-02-26,23.0,26.86,19.47,22.34,4.25,89.87,2.0179,7.390000000000001,20.6701,1
2020-02-27,18.57,22.42,15.66,9.81,3.74,86.29,3.1147,6.760000000000002,16.024053000000002,1
2020-02-28,18.5,23.13,15.19,1.97,3.6,87.82,2.1389,7.9399999999999995,16.2467,1
2020-02-29,19.77,25.52,17.09,3.73,3.41,89.97,3.8201,8.43,17.787069,1
2020-03-01,19.21,23.85,17.07,2.32,4.71,88.86,3.9274,6.780000000000001,17.070006,1
2020-03-02,19.52,22.72,17.42,8.33,4.02,89.19,4.3822,5.299999999999997,17.409888,1
2020-03-03,20.13,25.49,16.26,8.49,1.72,86.76,4.3553,9.229999999999997,17.464788,1
2020-03-04,20.15,25.98,16.45,1.42,1.77,84.4,5.2318,9.530000000000001,17.0066,0
2020-03-05,19.01,24.67,15.28,1.41,2.75,83.42,6.6564,9.390000000000002,15.858142000000003,0
2020-03-06,18.28,24.45,14.0,0.34,2.88,82.03,7.0356,10.45,14.995084000000002,0
2020-03-07,19.01,25.53,14.39,0.07,2.59,82.7,6.3689,11.14,15.721270000000002,0
2020-03-08,19.59,25.36,14.81,22.95,1.81,85.66,4.7906,10.549999999999999,16.780793999999997,1
2020-03-09,20.63,26.64,16.77,3.09,2.82,86.73,6.3713,9.870000000000001,17.892399,0
2020-03-10,21.25,27.65,16.55,0.1,2.33,84.57,6.6374,11.099999999999998,17.971124999999997,0
2020-03-11,21.42,27.43,17.01,0.01,2.46,83.77,6.6895,10.419999999999998,17.943534000000003,0
2020-03-12,21.54,27.77,17.0,0.02,2.27,83.78,6.5227,10.77,18.046212,0
2020-03-13,21.73,28.12,16.45,0.63,1.88,84.98,6.029,11.670000000000002,18.466154,0
2020-03-14,22.68,28.34,18.75,0.38,1.87,84.39,6.3161,9.59,19.139651999999998,0
2020-03-15,23.55,28.72,18.01,2.89,1.43,79.95,5.9846,10.709999999999997,18.828225,0
2020-03-16,23.64,27.94,18.99,12.08,1.31,81.55,5.9899,8.950000000000003,19.27842,1
2020-03-17,22.82,27.86,19.23,6.87,1.62,85.77,5.1708,8.629999999999999,19.572713999999998,1
2020-03-18,22.8,29.04,18.08,1.89,1.23,83.89,6.2131,10.96,19.12692,0
2020-03-19,23.11,27.27,19.53,11.33,1.73,84.89,3.9329,7.739999999999998,19.618078999999998,1
2020-03-20,22.53,25.87,20.49,10.01,1.79,90.1,3.2998,5.380000000000003,20.29953,1
2020-03-21,19.75,23.45,16.69,4.33,3.81,88.9,3.2314,6.759999999999998,17.55775,1
2020-03-22,18.61,24.15,15.25,1.31,3.33,83.97,6.2506,8.899999999999999,15.626816999999999,1
2020-03-23,18.2,23.85,14.93,1.39,3.48,83.08,6.744,8.920000000000002,15.12056,1
2020-03-24,18.3,24.03,14.44,0.03,3.31,82.58,6.3984,9.590000000000002,15.11214,0
2020-03-25,18.08,24.43,13.42,0.03,2.48,81.78,6.5386,11.01,14.785823999999998,0
2020-03-26,18.72,25.2,13.8,0.04,2.48,81.9,6.6274,11.399999999999999,15.33168,0
2020-03-27,19.42,25.2,15.64,0.17,2.81,83.95,6.1488,9.559999999999999,16.30309,0
2020-03-28,20.36,26.14,16.54,0.88,1.76,86.25,5.4598,9.600000000000001,17.5605,0
2020-03-29,21.35,27.13,17.21,41.55,1.47,87.75,3.8429,9.919999999999998,18.734625,1
2020-03-30,21.25,26.66,17.9,0.85,1.76,87.71,5.2217,8.760000000000002,18.638375,0
2020-03-31,21.18,27.45,16.78,0.19,1.74,85.02,5.0261,10.669999999999998,18.007236,0
2020-04-01,21.02,26.51,17.44,0.21,2.57,85.56,5.6815,9.07,17.984712000000002,0
2020-04-02,22.09,27.74,17.27,1.14,2.61,84.64,5.6407,10.469999999999999,18.696976,0
2020-04-03,20.22,26.7,12.99,9.72,3.16,82.9,3.8798,13.709999999999999,16.76238,1
2020-04-04,17.46,24.32,12.3,0.38,1.72,83.25,6.073,12.02,14.53545,0
2020-04-05,18.73,25.42,14.55,0.11,1.91,82.96,6.3389,10.870000000000001,15.538407999999999,0
2020-04-06,20.58,27.34,13.95,0.02,1.51,76.77,6.0972,13.39,15.799265999999998,0
2020-04-07,19.08,23.62,16.84,4.45,1.98,90.02,2.7557,6.780000000000001,17.175815999999998,0
2020-04-08,17.39,21.12,14.0,3.29,2.95,88.62,2.6834,7.120000000000001,15.411018000000002,0
2020-04-09,16.08,22.22,12.08,0.64,2.48,82.84,5.9628,10.139999999999999,13.320671999999998,0
2020-04-10,16.64,23.09,12.13,0.18,2.08,83.57,6.1349,10.959999999999999,13.906047999999998,0
2020-04-11,16.97,22.45,13.96,0.3,2.48,86.21,4.5192,8.489999999999998,14.629836999999998,0
2020-04-12,16.84,22.76,13.0,0.05,2.82,84.65,5.2658,9.760000000000002,14.25506,0
2020-04-13,17.95,24.84,13.19,0.07,1.76,84.23,5.5726,11.65,15.119285,0
2020-04-14,18.59,23.48,13.72,0.48,2.41,88.17,3.1483,9.76,16.390803000000002,0
2020-04-15,18.56,22.85,15.37,0.46,1.56,87.89,4.091,7.480000000000002,16.312383999999998,0
2020-04-16,18.3,25.1,13.59,0.11,1.49,81.04,4.0102,11.510000000000002,14.83032,0
2020-04-17,16.71,22.32,13.53,0.07,2.77,83.57,3.6845,8.790000000000001,13.964547,0
2020-04-18,17.21,22.54,14.26,1.79,2.97,87.82,4.2221,8.28,15.113822,0
2020-04-19,18.06,23.54,15.03,0.88,2.74,86.63,4.8794,8.51,15.645377999999997,0
2020-04-20,18.18,23.61,14.7,0.06,2.16,85.51,5.123,8.91,15.545718,0
2020-04-21,17.77,24.22,13.49,0.06,1.64,82.94,5.3465,10.729999999999999,14.738438,0
2020-04-22,17.89,24.26,13.59,0.46,1.63,83.16,4.9692,10.670000000000002,14.877324,0
2020-04-23,18.08,24.05,13.96,1.33,1.94,84.69,5.0419,10.09,15.311951999999998,0
2020-04-24,19.03,25.62,14.97,0.47,1.94,85.49,5.0633,10.65,16.268747,0
2020-04-25,19.46,26.6,14.6,0.48,1.28,83.81,5.2958,12.000000000000002,16.309426000000002,0
2020-04-26,18.84,26.03,14.08,0.61,1.39,80.44,5.5181,11.950000000000001,15.154896,0
2020-04-27,18.07,23.39,14.96,1.78,2.97,85.28,5.2834,8.43,15.410096000000001,0
2020-04-28,18.17,24.24,13.94,0.82,1.89,84.17,4.9853,10.299999999999999,15.293689000000002,0
2020-04-29,18.96,24.95,12.37,0.03,1.26,70.19,5.3477,12.58,13.308024,0
2020-04-30,19.12,25.58,13.71,0.81,1.63,72.41,4.4124,11.869999999999997,13.844792,0
2020-05-01,19.56,25.67,14.54,1.06,0.93,80.74,4.3709,11.130000000000003,15.792743999999997,0
2020-05-02,18.48,25.23,14.37,1.21,2.38,84.44,3.7159,10.860000000000001,15.604512,0
2020-05-03,15.59,20.68,12.41,0.37,2.82,84.03,4.3205,8.27,13.100277,0
2020-05-04,15.95,22.79,11.53,0.13,1.51,82.68,4.7314,11.26,13.187460000000002,0
2020-05-05,17.3,24.36,10.88,0.06,2.13,70.24,4.7861,13.479999999999999,12.15152,0
2020-05-06,18.27,25.84,13.97,10.0,2.39,73.2,3.3334,11.87,13.37364,1
2020-05-07,14.2,18.1,11.73,4.64,3.35,87.53,1.7314,6.370000000000001,12.42926,1
2020-05-08,14.5,19.88,11.44,2.04,2.4,86.42,3.9084,8.44,12.530899999999999,0
2020-05-09,15.47,22.59,10.93,0.31,1.67,84.53,5.2322,11.66,13.076791000000002,0
2020-05-10,15.6,23.02,9.42,0.11,1.73,77.12,5.0899,13.6,12.03072,0
2020-05-11,16.6,23.74,10.05,0.86,1.97,73.13,5.2032,13.689999999999998,12.13958,0
2020-05-12,17.26,24.89,10.56,0.83,2.01,72.29,4.7726,14.33,12.477254000000002,0
2020-05-13,17.61,24.65,11.77,1.25,2.34,78.8,2.8162,12.879999999999999,13.876679999999999,0
2020-05-14,16.68,19.85,14.61,7.25,2.06,91.83,2.0522,5.240000000000002,15.317244,1
2020-05-15,15.29,18.83,12.89,5.13,2.7,91.92,1.8883,5.939999999999998,14.054568,0
2020-05-16,15.99,22.6,11.96,0.35,1.26,85.36,4.5161,10.64,13.649064000000001,0
2020-05-17,15.83,23.32,10.91,0.29,0.93,76.51,4.9178,12.41,12.111533,0
2020-05-18,14.87,23.13,8.71,0.33,1.66,81.68,4.5319,14.419999999999998,12.145816,0
2020-05-19,17.49,23.69,13.18,0.05,2.4,85.77,4.5425,10.510000000000002,15.001172999999998,0
2020-05-20,18.1,24.51,13.5,0.08,1.56,83.44,4.5086,11.010000000000002,15.102640000000001,0
2020-05-21,18.13,24.41,12.25,0.27,1.48,80.26,4.3102,12.16,14.551138000000002,0
2020-05-22,18.94,25.7,13.65,0.07,3.29,75.73,3.0701,12.049999999999999,14.343262000000003,0
2020-05-23,18.46,22.14,12.07,8.87,4.26,87.6,1.2622,10.07,16.170959999999997,1
2020-05-24,11.96,16.46,8.2,0.01,2.89,82.01,2.0635,8.260000000000002,9.808396000000002,0
2020-05-25,11.85,18.46,6.88,0.01,3.53,73.96,4.6118,11.580000000000002,8.764259999999998,1
2020-05-26,11.15,18.67,5.48,0.01,2.21,71.52,4.8677,13.190000000000001,7.97448,0
2020-05-27,11.38,19.9,5.47,0.0,1.69,74.82,4.843,14.43,8.514516,0
2020-05-28,12.75,20.25,8.19,0.45,1.99,84.62,4.6039,12.06,10.789050000000001,0
2020-05-29,14.19,23.73,7.07,0.29,1.32,75.72,4.668,16.66,10.744667999999999,0
2020-05-30,15.1,23.27,8.33,1.51,1.86,68.28,4.7294,14.94,10.310279999999999,0
2020-05-31,14.64,22.36,7.97,0.28,2.06,68.76,4.6301,14.39,10.066464000000002,0
2020-06-01,16.02,24.07,8.78,1.2,1.61,71.67,4.422,15.290000000000001,11.481534,0
2020-06-02,14.45,17.07,11.75,11.64,1.15,91.73,1.669,5.32,13.254985,1
2020-06-03,15.78,20.31,13.14,10.79,1.45,93.44,2.3902,7.169999999999998,14.744831999999999,1
2020-06-04,16.98,22.21,14.03,6.22,2.25,92.08,2.2709,8.180000000000001,15.635183999999999,1
